Date,Packet Loss,Min,Avg,Max,Standard_Deviation
Tue Apr 25 12:20:00,0%,67.299,67.411,67.866,0.306
Tue Apr 25 13:20:24,0%,67.297,67.528,68.806,0.357
Tue Apr 25 14:20:48,0%,67.318,67.432,67.826,0.099
Tue Apr 25 15:21:13,0%,67.286,67.435,67.917,0.171
Tue Apr 25 16:21:42,0%,67.344,67.503,68.495,0.444
Tue Apr 25 17:22:06,0%,67.317,67.407,67.518,0.343
Tue Apr 25 18:22:30,0%,67.322,67.398,67.545,0.207
Tue Apr 25 19:22:54,0%,67.307,67.375,67.460,0.350
Tue Apr 25 20:23:18,0%,67.336,67.410,67.571,0.323
Tue Apr 25 21:23:42,0%,67.328,67.466,67.837,0.371
Tue Apr 25 22:24:07,0%,67.310,67.434,67.826,0.382
Tue Apr 25 23:24:34,0%,67.298,67.479,67.824,0.351
Wed Apr 26 00:24:58,0%,67.340,67.501,68.493,0.282
